Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
2326,Mama Samba Baldé,gw GNB,FWMF,Lyon,Ligue 1,27,1995,6.1,88,135,65.2,1223,294,51,66,77.3,26,43,60.5,4,7,57.1,3,2.3,1.2,+0.7,13,4,4,0,11,Matches,fb14aa28
2327,Brice Samba,fr FRA,GK,Lens,Ligue 1,29,1994,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4,Matches,60d90c55
2328,Albert Sambi Lokonga,be BEL,MF,Luton Town,Premier League,23,1999,14.5,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,+1.6,9,68,6,1,72,Matches,1b4f1169
2329,Junior Sambia,fr FRA,DFMF,Salernitana,Serie A,26,1996,11.5,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,+1.1,12,30,10,5,41,Matches,24eb7ed6
2330,Fede San Emeterio,es ESP,MF,Cadiz,La Liga,26,1997,1.7,43,52,82.7,818,265,13,15,86.7,21,23,91.3,7,8,87.5,0,0.1,0.2,-0.1,1,3,1,1,4,Matches,efecd633
2331,Antonio Sanabria,py PAR,FWMF,Torino,Serie A,27,1996,23.7,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,-1.4,15,39,10,1,57,Matches,0a447501
2332,Oihan Sancet,es ESP,MF,Athletic Club,La Liga,23,2000,21.9,641,802,79.9,9165,2212,370,432,85.6,219,266,82.3,26,37,70.3,5,4.7,2.9,+0.3,42,80,34,4,121,Matches,bdb624a3
2333,Renato Sanches,pt POR,MF,Roma,Serie A,25,1997,1.6,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10,Matches,032f894e
2334,Ricard Sánchez,es ESP,DF,Granada,La Liga,23,2000,25.5,820,1091,75.2,13571,5329,443,510,86.9,285,367,77.7,71,139,51.1,0,1.9,2.7,-1.9,22,63,29,18,84,Matches,fce521d7
2335,Alexis Sánchez,cl CHI,FWMF,Inter,Serie A,34,1988,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,+1.9,18,28,24,2,53,Matches,2c0f8e9e
2336,Antonio Sánchez,es ESP,MF,Mallorca,La Liga,26,1997,16.1,378,545,69.4,6013,1779,193,236,81.8,142,182,78.0,30,63,47.6,1,0.8,1.8,+0.2,12,32,14,6,57,Matches,a254bbe0
2337,Davinson Sánchez,co COL,DF,Tottenham,Premier League,27,1996,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0,0.0,0.0,0.0,0,13,0,0,2,Matches,da7b447d
2338,Juanlu Sánchez,es ESP,DF,Sevilla,La Liga,19,2003,13.1,577,730,79.0,8548,2813,343,389,88.2,204,249,81.9,21,50,42.0,2,1.1,1.1,+0.9,17,37,20,10,50,Matches,cc6de655
2339,Manu Sánchez,es ESP,DFMF,Celta Vigo,La Liga,22,2000,19.7,656,866,75.8,10322,4222,357,411,86.9,244,307,79.5,39,84,46.4,5,2.7,3.0,+2.3,20,51,25,14,74,Matches,ffacd3d5
2340,Robert Sánchez,es ESP,GK,Chelsea,Premier League,25,1997,15.9,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0.0,0,8,0,0,1,Matches,6a713852
2341,Jadon Sancho,eng ENG,FWMF,Manchester United,Premier League,23,2000,0.9,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0,0.1,0.1,-0.1,1,2,2,0,4,Matches,dbf053da
2342,Jadon Sancho,eng ENG,FWMF,Borussia Dortmund,Bundesliga,23,2000,10.5,414,512,80.9,5598,1668,270,311,86.8,105,122,86.1,17,28,60.7,2,3.0,3.3,-1.0,25,25,26,4,62,Matches,dbf053da
2343,Alex Sandro,br BRA,DF,Juventus,Serie A,32,1991,8.0,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,Matches,0d82903c
2344,Ibou Sané,sn SEN,MFFW,Metz,Ligue 1,18,2005,1.4,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,0.0,1,5,2,1,7,Matches,22d90df9
2345,Leroy Sané,de GER,FW,Bayern Munich,Bundesliga,27,1996,23.7,878,1098,80.0,12860,3036,538,612,87.9,254,311,81.7,57,98,58.2,11,10.8,9.5,+0.2,72,43,47,2,113,Matches,2b114be3
2346,Sadibou Sané,sn SEN,DF,Metz,Ligue 1,19,2004,9.4,254,317,80.1,5406,1557,69,82,84.1,140,161,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19,Matches,b2009f99
2347,Arouna Sangante,sn SEN,DF,Le Havre,Ligue 1,21,2002,29.9,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,-1.2,17,93,9,2,107,Matches,17bb562c
2348,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,Premier League,25,1997,11.5,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64.0,0,0.4,0.4,-0.4,7,34,5,0,44,Matches,bced0375
2349,Morgan Sanson,fr FRA,MF,Nice,Ligue 1,28,1994,21.8,630,836,75.4,10830,2818,289,331,87.3,240,300,80.0,71,147,48.3,3,4.0,3.8,-1.0,43,50,20,5,75,Matches,6e7f1353
2350,Nicola Sansone,it ITA,FWMF,Lecce,Serie A,31,1991,8.5,207,277,74.7,3177,948,115,129,89.1,62,79,78.5,18,40,45.0,2,1.3,0.9,+0.7,17,24,10,2,36,Matches,7eb97a8e
2351,Baptiste Santamaria,fr FRA,MF,Rennes,Ligue 1,28,1995,21.4,1055,1207,87.4,19511,5191,409,452,90.5,468,519,90.2,138,171,80.7,1,0.6,1.6,+0.4,13,104,15,0,134,Matches,5e22e2a4
2352,Jesús Santiago,es ESP,MF,Getafe,La Liga,19,2004,7.3,144,189,76.2,2242,445,80,96,83.3,56,67,83.6,7,15,46.7,0,0.4,0.2,-0.4,6,18,4,0,15,Matches,bc49fd34
2353,Andrey Santos,br BRA,MF,Nott'ham Forest,Premier League,19,2004,0.1,6,6,100.0,90,31,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,dd745366
2354,Andrey Santos,br BRA,MF,Strasbourg,Ligue 1,19,2004,9.2,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,-1.0,6,49,3,0,48,Matches,dd745366
2355,Tiago Santos,pt POR,DF,Lille,Ligue 1,21,2002,26.3,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,-0.3,27,83,25,10,105,Matches,3eeebc87
2356,Paco Sanz,es ESP,DF,Almeria,La Liga,18,2004,0.3,7,10,70.0,154,79,2,3,66.7,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b7aa8fd8
2357,Riccardo Saponara,it ITA,FWMF,Verona,Serie A,31,1991,3.8,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14,Matches,3bb7af3b
2358,Pablo Sarabia,es ESP,MFFW,Wolves,Premier League,31,1992,19.4,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,+1.1,51,59,40,6,109,Matches,9744ff80
2359,Amin Sarr,se SWE,FWMF,Lyon,Ligue 1,22,2001,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1,Matches,d5326924
2360,Amin Sarr,se SWE,FWMF,Wolfsburg,Bundesliga,22,2001,4.3,95,130,73.1,1094,215,62,76,81.6,17,24,70.8,4,4,100.0,0,0.2,0.2,-0.2,2,5,5,0,12,Matches,d5326924
2361,Bouna Sarr,sn SEN,DF,Bayern Munich,Bundesliga,31,1992,1.2,92,104,88.5,1371,286,53,58,91.4,35,40,87.5,3,4,75.0,0,0.0,0.1,0.0,0,9,1,1,2,Matches,1a4b9094
2362,Ismaila Sarr,sn SEN,FWMF,Marseille,Ligue 1,25,1998,16.1,366,483,75.8,4949,1093,229,269,85.1,107,152,70.4,10,21,47.6,4,2.5,2.3,+1.5,20,10,15,5,36,Matches,bfdb33aa
2363,Mamadou Sarr,fr FRA,DF,Lyon,Ligue 1,17,2005,0.1,4,4,100.0,57,7,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,61f80c89
2364,Martin Satriano,uy URU,FW,Brest,Ligue 1,22,2001,20.7,325,456,71.3,5299,1060,172,233,73.8,105,136,77.2,33,45,73.3,4,2.9,2.6,+1.1,21,22,9,1,37,Matches,86383d0e
2365,Téji Savanier,fr FRA,MF,Montpellier,Ligue 1,31,1991,30.7,1306,1888,69.2,27308,10471,477,582,82.0,473,618,76.5,293,562,52.1,6,6.9,8.5,-0.9,91,186,44,8,224,Matches,6bde367b
2366,Stefan Savić,me MNE,DF,Atletico Madrid,La Liga,32,1991,18.1,820,989,82.9,14666,5999,335,364,92.0,402,443,90.7,68,141,48.2,0,0.1,0.6,-0.1,1,59,7,2,66,Matches,f6ac68c1
2367,Sávio,br BRA,FWMF,Girona,La Liga,19,2004,33.1,812,1064,76.3,11860,2710,469,529,88.7,265,345,76.8,42,78,53.8,10,7.9,9.9,+2.1,52,28,60,14,93,Matches,fe6e7156
2368,Zanos Savva,cy CYP,DFMF,Torino,Serie A,17,2005,0.3,5,11,45.5,95,9,1,2,50.0,4,6,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,82f8d2f4
2369,Saba Sazonov,ge GEO,DF,Torino,Serie A,21,2002,4.0,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,0.0,1,4,0,0,8,Matches,645dffbf
2370,Joe Scally,us USA,DF,Borussia M.Gladbach,Bundesliga,20,2002,24.8,1052,1312,80.2,16405,5910,561,619,90.6,392,477,82.2,67,134,50.0,4,1.4,1.5,+2.6,16,38,15,10,75,Matches,236f02cd
2371,Giorgio Scalvini,it ITA,DF,Atalanta,Serie A,19,2003,28.3,1272,1564,81.3,20712,7854,646,721,89.6,533,622,85.7,73,157,46.5,3,1.1,1.5,+1.9,11,89,14,2,116,Matches,1e9aa637
2372,Gianluca Scamacca,it ITA,FW,Atalanta,Serie A,24,1999,16.1,293,434,67.5,5369,1076,137,202,67.8,99,136,72.8,42,52,80.8,6,3.9,1.5,+2.1,33,30,14,1,41,Matches,8790f988
2373,Dane Scarlett,eng ENG,FW,Tottenham,Premier League,19,2004,0.2,2,3,66.7,25,16,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,21945a9e
2374,Kevin Schade,de GER,FWMF,Brentford,Premier League,21,2001,3.7,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,+0.3,4,8,3,2,9,Matches,52afb588
2375,András Schäfer,hu HUN,MF,Union Berlin,Bundesliga,24,1999,13.5,418,557,75.0,5933,1768,234,275,85.1,138,183,75.4,18,37,48.6,2,1.5,1.0,+0.5,18,25,11,1,59,Matches,049751d7
2376,Fabian Schär,ch SUI,DF,Newcastle United,Premier League,31,1991,33.9,1762,2128,82.8,36227,14874,588,647,90.9,894,985,90.8,261,437,59.7,1,0.7,1.4,+0.3,10,145,18,3,133,Matches,c8aa95da
2377,Patrik Schick,cz CZE,FW,Bayer Leverkusen,Bundesliga,27,1996,11.8,184,231,79.7,2218,317,129,155,83.2,42,50,84.0,3,4,75.0,0,1.0,1.6,-1.0,8,8,5,0,17,Matches,5d4f7d61
2378,Stefan Schimmer,de GER,MFFW,FC Heidenheim,Bundesliga,29,1994,1.7,22,45,48.9,290,93,11,22,50.0,7,13,53.8,1,1,100.0,1,0.9,0.8,+0.1,1,1,1,1,2,Matches,395bbb60
2379,Xaver Schlager,at AUT,MF,RasenBallsport Leipzig,Bundesliga,25,1997,27.5,1587,1798,88.3,26312,7551,749,808,92.7,703,757,92.9,104,152,68.4,5,2.6,3.1,+2.4,27,196,22,2,230,Matches,8f056768
2380,Keven Schlotterbeck,de GER,DF,Bochum,Bundesliga,26,1997,24.3,802,1027,78.1,15211,6371,282,344,82.0,434,503,86.3,78,140,55.7,1,0.6,1.1,+0.4,10,53,5,1,93,Matches,f6bdc830
2381,Nico Schlotterbeck,de GER,DF,Borussia Dortmund,Bundesliga,23,1999,31.8,2381,2681,88.8,46631,16883,822,869,94.6,1247,1339,93.1,282,399,70.7,1,1.9,2.1,-0.9,16,193,19,0,186,Matches,34e12499
2382,Jeffrey Schlupp,gh GHA,FWMF,Crystal Palace,Premier League,30,1992,15.0,247,334,74.0,3498,903,146,182,80.2,88,106,83.0,7,25,28.0,2,2.3,1.4,-0.3,19,17,9,2,33,Matches,3312f911
2383,Romano Schmid,at AUT,MFFW,Werder Bremen,Bundesliga,23,2000,28.9,941,1211,77.7,15062,4544,475,570,83.3,350,433,80.8,77,123,62.6,6,6.3,6.7,-0.3,51,93,46,13,144,Matches,220ace7e
2384,Kenneth Schmidt,de GER,DF,Freiburg,Bundesliga,21,2002,0.8,43,48,89.6,749,239,18,18,100.0,22,25,88.0,2,2,100.0,0,0.1,0.1,-0.1,2,2,1,1,4,Matches,7d31f1cb
2385,Niklas Schmidt,de GER,MF,Toulouse,Ligue 1,25,1998,14.1,679,840,80.8,13440,4232,263,306,85.9,296,337,87.8,107,159,67.3,1,2.4,2.6,-1.4,28,80,16,7,106,Matches,b9ae8560
2386,Benno Schmitz,de GER,DF,FC Cologne,Bundesliga,28,1994,12.8,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,+0.7,5,41,16,6,70,Matches,ad00b1a8
2387,Fabian Schnellhardt,de GER,MF,Darmstadt 98,Bundesliga,29,1994,2.6,149,172,86.6,2555,498,59,66,89.4,77,83,92.8,9,13,69.2,0,0.1,0.1,-0.1,2,9,1,0,15,Matches,8575037f
2388,Jan Schöppner,de GER,MF,FC Heidenheim,Bundesliga,24,1999,22.2,444,668,66.5,7530,2508,214,293,73.0,176,240,73.3,40,78,51.3,2,1.5,1.4,+0.5,13,40,10,0,72,Matches,932bfcac
2389,Marcel Schuhen,de GER,GK,Darmstadt 98,Bundesliga,30,1993,31.0,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0.0,0.2,0.0,0,42,3,0,5,Matches,5fa2e0cf
2390,Perr Schuurs,nl NED,DF,Torino,Serie A,23,1999,8.6,359,406,88.4,6478,1868,141,155,91.0,187,199,94.0,27,41,65.9,0,0.0,0.4,0.0,0,17,1,1,19,Matches,e613313c
2391,Marvin Schwäbe,de GER,GK,FC Cologne,Bundesliga,28,1995,34.0,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,-0.1,2,23,1,0,3,Matches,87436846
2392,Alexander Schwolow,de GER,GK,Union Berlin,Bundesliga,31,1992,1.0,29,36,80.6,814,589,4,4,100.0,15,15,100.0,10,17,58.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0d55d942
2393,Alex Scott,eng ENG,MF,Bournemouth,Premier League,19,2003,11.3,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1,1.7,1.1,-0.7,22,22,15,2,50,Matches,104d0bb8
2394,Simone Scuffet,it ITA,GK,Cagliari,Serie A,27,1996,31.0,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0.0,0,14,1,0,1,Matches,41bd99ea
2395,Jérémy Sebas,mq MTQ,FWMF,Strasbourg,Ligue 1,20,2003,4.4,52,74,70.3,743,138,28,39,71.8,18,28,64.3,2,2,100.0,0,0.0,0.1,0.0,1,3,1,0,6,Matches,0b6911e4
2396,Demba Seck,sn SEN,MF,Torino,Serie A,22,2001,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75.0,0,0.1,0.2,-0.1,2,9,4,0,12,Matches,16463a79
2397,Demba Seck,sn SEN,FWMF,Frosinone,Serie A,22,2001,3.3,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,100.0,0,0.3,0.4,-0.3,3,2,2,0,9,Matches,16463a79
2398,Aleksandar Sedlar,rs SRB,DF,Alaves,La Liga,31,1991,10.5,343,405,84.7,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,0,0.1,0.1,-0.1,2,31,0,0,26,Matches,a35134ae
2399,Alidu Seidu,gh GHA,DF,Rennes,Ligue 1,23,2000,6.6,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,-0.1,3,17,4,0,23,Matches,cea59f02
2400,Alidu Seidu,gh GHA,DF,Clermont Foot,Ligue 1,23,2000,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,+0.3,5,43,0,0,33,Matches,cea59f02
2401,Nicolas Seiwald,at AUT,MF,RasenBallsport Leipzig,Bundesliga,22,2001,8.0,320,390,82.1,5471,1792,148,167,88.6,139,162,85.8,27,43,62.8,2,0.3,0.4,+1.7,5,25,6,0,33,Matches,28c6e925
2402,Nikola Sekulov,it ITA,FW,Juventus,Serie A,21,2002,0.1,1,2,50.0,3,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b2e08cb6
2403,Davie Selke,de GER,FW,FC Cologne,Bundesliga,28,1995,14.1,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75.0,0,0.4,0.3,-0.4,11,12,4,0,17,Matches,1238a3f9
2404,Matz Sels,be BEL,GK,Nott'ham Forest,Premier League,31,1992,16.0,263,378,69.6,7689,5794,66,66,100.0,102,104,98.1,92,203,45.3,0,0.1,0.1,-0.1,1,14,3,0,0,Matches,834b5c4c
2405,Matz Sels,be BEL,GK,Strasbourg,Ligue 1,31,1992,19.0,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,-0.5,1,11,1,0,0,Matches,834b5c4c
2406,Nélson Semedo,pt POR,DFMF,Wolves,Premier League,29,1993,34.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138,Matches,d04b94db
2407,Vivaldo Semedo,pt POR,FW,Udinese,Serie A,18,2005,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b6baba31
2408,Antoine Semenyo,gh GHA,FW,Bournemouth,Premier League,23,2000,23.4,452,647,69.9,6944,1597,254,324,78.4,160,214,74.8,25,49,51.0,2,3.2,2.3,-1.2,29,28,28,7,64,Matches,efd2ec23
2409,Marvin Senaya,tg TOG,DFMF,Strasbourg,Ligue 1,22,2001,23.8,871,1120,77.8,15097,5149,369,431,85.6,416,518,80.3,67,127,52.8,1,2.8,1.9,-1.8,21,63,21,18,74,Matches,1d383c10
2410,Marcos Senesi,ar ARG,DF,Bournemouth,Premier League,26,1997,24.9,1005,1297,77.5,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,5,1.7,2.5,+3.3,22,156,31,11,127,Matches,35141f4c
2411,Stefano Sensi,it ITA,MF,Inter,Serie A,27,1995,0.5,47,52,90.4,962,198,17,17,100.0,20,24,83.3,9,9,100.0,1,0.1,0.1,+0.9,3,2,0,0,3,Matches,b70bde8f
2412,Suat Serdar,de GER,MF,Verona,Serie A,26,1997,18.4,445,602,73.9,8940,2516,169,209,80.9,179,228,78.5,86,126,68.3,2,1.4,0.9,+0.6,17,56,14,1,68,Matches,b3325a30
2413,Benjamin Šeško,si SVN,FW,RasenBallsport Leipzig,Bundesliga,20,2003,17.0,215,330,65.2,2541,538,135,183,73.8,53,77,68.8,4,10,40.0,2,1.1,1.3,+0.9,12,8,7,0,22,Matches,3260690c
2414,Kevin Sessa,de GER,MFFW,FC Heidenheim,Bundesliga,23,2000,11.2,331,450,73.6,5953,1904,133,163,81.6,138,176,78.4,42,66,63.6,0,1.3,1.7,-1.3,17,40,13,2,51,Matches,fd82af8c
2415,Aaron Seydel,de GER,FW,Darmstadt 98,Bundesliga,27,1996,6.9,110,190,57.9,1535,254,66,99,66.7,33,65,50.8,4,6,66.7,0,0.7,0.6,-0.7,9,9,1,0,10,Matches,85b6462d
2416,Andres Sfait,ro ROU,DFMF,Salernitana,Serie A,18,2004,0.3,4,6,66.7,70,57,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,1,0,1,Matches,4fb7cc15
2417,Stephan El Shaarawy,it ITA,FWDF,Roma,Serie A,30,1992,19.3,545,662,82.3,8516,1723,305,350,87.1,194,228,85.1,37,51,72.5,4,2.3,1.8,+1.7,20,23,12,5,44,Matches,d3aaad90
2418,Luke Shaw,eng ENG,DF,Manchester United,Premier League,28,1995,10.7,531,648,81.9,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,0,1.0,0.9,-1.0,13,33,7,0,45,Matches,9c94165b
2419,James Shea,eng ENG,GK,Luton Town,Premier League,32,1991,0.2,6,9,66.7,239,215,0,0,,3,3,100.0,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,ee7c0a5e
2420,Eldor Shomurodov,uz UZB,FWMF,Cagliari,Serie A,28,1995,10.4,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,42.9,3,1.7,1.1,+1.3,10,10,5,2,18,Matches,57469b2d
2421,Steven Shpendi,al ALB,FWMF,Empoli,Serie A,20,2003,4.6,57,76,75.0,717,101,36,44,81.8,16,19,84.2,0,0,,1,0.5,0.2,+0.5,5,3,3,0,6,Matches,fd987f24
2422,Sofiane Sidi Ali,fr FRA,MF,Marseille,Ligue 1,28,1995,0.2,6,7,85.7,121,38,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,1609700b
2423,Vincent Sierro,ch SUI,MF,Toulouse,Ligue 1,27,1995,25.1,1020,1316,77.5,19618,6153,366,431,84.9,500,583,85.8,129,239,54.0,2,2.3,2.8,-0.3,32,134,24,5,135,Matches,92ffb8f9
2424,Tim Siersleben,de GER,DF,FC Heidenheim,Bundesliga,23,2000,10.1,456,559,81.6,9924,4378,127,145,87.6,246,270,91.1,81,137,59.1,0,0.5,0.4,-0.5,3,39,0,0,48,Matches,f761c901
2425,Kiliann Sildillia,fr FRA,DF,Freiburg,Bundesliga,21,2002,20.1,847,1167,72.6,15116,5689,394,459,85.8,338,452,74.8,100,197,50.8,1,0.8,1.6,+0.2,11,61,19,12,70,Matches,313254a3
2426,André Silva,pt POR,FW,Real Sociedad,La Liga,27,1995,8.1,134,165,81.2,1654,172,91,99,91.9,34,40,85.0,2,2,100.0,0,0.3,0.2,-0.3,5,5,1,0,7,Matches,3effaa34
2427,Bernardo Silva,pt POR,MFFW,Manchester City,Premier League,28,1994,28.6,1671,1936,86.3,25138,5246,993,1052,94.4,534,620,86.1,106,158,67.1,9,7.6,8.0,+1.4,64,100,49,10,177,Matches,3eb22ec9
2428,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,Ligue 1,26,1997,6.9,376,464,81.0,6295,2068,175,196,89.3,168,197,85.3,28,53,52.8,5,1.3,2.3,+3.7,13,26,15,2,33,Matches,30af8b93
2429,Fábio Silva,pt POR,FW,Wolves,Premier League,21,2002,2.9,61,76,80.3,779,174,37,43,86.0,16,18,88.9,1,4,25.0,0,0.2,0.1,-0.2,4,7,0,0,10,Matches,e7aa9d7c
2430,Rui Silva,pt POR,GK,Real Betis,La Liga,29,1994,27.5,669,958,69.8,18063,12611,124,124,100.0,324,327,99.1,218,501,43.5,0,0.0,0.0,0.0,0,8,0,0,1,Matches,ea83bfa6
2431,Thiago Silva,br BRA,DF,Chelsea,Premier League,38,1984,28.1,2166,2287,94.7,38542,15513,887,918,96.6,1119,1157,96.7,143,186,76.9,1,1.0,0.6,0.0,9,125,10,1,102,Matches,86e7deaf
2432,Marco Silvestri,it ITA,GK,Udinese,Serie A,32,1991,17.0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches,0d422df7
2433,Mohamed Simakan,fr FRA,DF,RasenBallsport Leipzig,Bundesliga,23,2000,23.8,1347,1573,85.6,23904,8042,530,594,89.2,720,790,91.1,83,152,54.6,3,3.3,2.9,-0.3,15,107,5,2,106,Matches,fcb27134
2434,Giovanni Simeone,ar ARG,FW,Napoli,Serie A,28,1995,8.9,132,187,70.6,1760,309,79,95,83.2,37,52,71.2,6,15,40.0,0,0.6,0.8,-0.6,9,7,5,1,13,Matches,343c0d52
2435,Giuliano Simeone,ar ARG,FW,Alaves,La Liga,20,2002,7.0,114,169,67.5,1546,563,70,93,75.3,34,45,75.6,3,7,42.9,2,2.0,1.2,0.0,11,9,12,1,24,Matches,a6536561
2436,Jan-Carlo Simic,rs SRB,DF,AC Milan,Serie A,18,2005,1.6,59,64,92.2,1039,291,18,18,100.0,40,40,100.0,1,6,16.7,0,0.0,0.0,0.0,0,3,0,0,6,Matches,c9fc39ce
2437,Moses Simon,ng NGA,FWMF,Nantes,Ligue 1,28,1995,19.9,318,508,62.6,5209,1351,164,212,77.4,114,174,65.5,25,56,44.6,5,3.7,5.6,+1.3,29,27,21,14,36,Matches,5f3eaaf5
2438,Unai Simón,es ESP,GK,Athletic Club,La Liga,26,1997,35.4,728,1227,59.3,23132,18785,109,111,98.2,338,344,98.3,281,765,36.7,0,0.0,0.1,0.0,1,25,0,0,0,Matches,5dcf3e90
2439,Xavi Simons,nl NED,MF,RasenBallsport Leipzig,Bundesliga,20,2003,29.5,1137,1434,79.3,17935,4994,611,693,88.2,367,442,83.0,106,168,63.1,11,9.8,9.0,+1.2,79,102,66,3,187,Matches,da4d670f
2440,Wilfried Singo,ci CIV,DF,Monaco,Ligue 1,22,2000,24.3,1282,1490,86.0,24364,8674,460,508,90.6,633,706,89.7,158,229,69.0,1,1.0,1.1,0.0,14,125,15,3,145,Matches,8b609c34
2441,Luis Sinisterra,co COL,FWMF,Bournemouth,Premier League,24,1999,7.8,226,292,77.4,3223,747,145,169,85.8,57,66,86.4,13,20,65.0,2,2.4,1.1,-0.4,20,9,16,1,38,Matches,8e16dd48
2442,Daley Sinkgraven,nl NED,DF,Las Palmas,La Liga,28,1995,4.2,237,276,85.9,3245,930,157,165,95.2,62,77,80.5,8,16,50.0,0,0.0,0.1,0.0,0,19,3,0,17,Matches,73000a79
2443,Jailson Siqueira,br BRA,DFMF,Celta Vigo,La Liga,27,1995,10.0,406,488,83.2,6877,2995,179,197,90.9,186,213,87.3,29,51,56.9,1,0.5,0.4,+0.5,2,48,4,1,38,Matches,b4819112
2444,Ayanda Sishuba,be BEL,MFFW,Lens,Ligue 1,18,2005,0.7,12,14,85.7,192,39,6,8,75.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches,6fd76804
2445,Ibrahima Sissoko,ml MLI,MF,Strasbourg,Ligue 1,25,1997,18.2,614,752,81.6,11019,3046,242,286,84.6,298,355,83.9,59,87,67.8,1,1.7,1.9,-0.7,12,67,7,1,88,Matches,0f8418aa
